ID,Category,Synomyms,Related synonyms,Name,ExactSynonym and label identical,description jaccard diff,Legacy Description,description details comment,Claude opus Aristotelian definition,Curated Claude opus Aristotelian definition,Reference (DOI),Layers comment,layer parts,Parent
AIO:GlobalMaxPooling3DLayer,AIO:LayerSubset,GlobalMaxPool3D,,GlobalMaxPooling3D Layer,FALSE,0.62,Global Max pooling operation for 3D data.,Global Max pooling operation for 3D data.,A pooling layer that performs global max pooling operation for 3D data.,A pooling layer that performs global max pooling operation for 3D data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalMaxPool3D,,,AIO:PoolingLayer
AIO:GlobalMaxPooling2DLayer,AIO:LayerSubset,GlobalMaxPool2D,,GlobalMaxPooling2D Layer,FALSE,0.50,Global max pooling operation for spatial data.,Global max pooling operation for spatial data.,A pooling layer that performs global max pooling operation for spatial data.,A pooling layer that performs global max pooling operation for spatial data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalMaxPool2D,,,AIO:PoolingLayer
AIO:GlobalMaxPooling1DLayer,AIO:LayerSubset,GlobalMaxPool1D,,GlobalMaxPooling1D Layer,FALSE,0.54,Global max pooling operation for 1D temporal data.,Global max pooling operation for 1D temporal data.,A pooling layer that performs global max pooling operation for temporal data.,A pooling layer that performs global max pooling operation for temporal data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalMaxPool1D,,,AIO:PoolingLayer
AIO:MaxPooling3DLayer,AIO:LayerSubset,MaxPool3D|MaxPooling3D,,MaxPooling3D Layer,FALSE,0.82,"Max pooling operation for 3D data (spatial or spatio-temporal). Downsamples the input along its spatial dimensions (depth, height, and width) by taking the maximum value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension.","Max pooling operation for 3D data (spatial or spatio-temporal). Downsamples the input along its spatial dimensions (depth, height, and width) by taking the maximum value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension.",A pooling layer that performs max pooling operation for 3D data (spatial or spatio-temporal).,A pooling layer that performs max pooling operation for 3D data (spatial or spatio-temporal).,https://www.tensorflow.org/api_docs/python/tf/keras/layers/MaxPool3D,,,AIO:PoolingLayer
AIO:MaxPooling2DLayer,AIO:LayerSubset,MaxPool2D|MaxPooling2D,,MaxPooling2D Layer,FALSE,0.58,Max pooling operation for 2D spatial data.,Max pooling operation for 2D spatial data.,A pooling layer that performs max pooling operation for spatial data.,A pooling layer that performs max pooling operation for spatial data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/MaxPool2D,,,AIO:PoolingLayer
AIO:MaxPooling1DLayer,AIO:LayerSubset,MaxPool1D|MaxPooling1D,,MaxPooling1D Layer,FALSE,0.91,"Max pooling operation for 1D temporal data. Downsamples the input representation by taking the maximum value over a spatial window of size pool_size. The window is shifted by strides. The resulting output, when using the ""valid"" padding option, has a shape of: output_shape = (input_shape - pool_size + 1) / strides) The resulting output shape when using the ""same"" padding option is: output_shape = input_shape / strides.","Max pooling operation for 1D temporal data. Downsamples the input representation by taking the maximum value over a spatial window of size pool_size. The window is shifted by strides. The resulting output, when using the ""valid"" padding option, has a shape of: output_shape = (input_shape - pool_size + 1) / strides) The resulting output shape when using the ""same"" padding option is: output_shape = input_shape / strides.",A pooling layer that performs max pooling operation for temporal data.,A pooling layer that performs max pooling operation for temporal data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/MaxPool1D,,,AIO:PoolingLayer
AIO:ModelEfficiency,AIO:PreprocessingSubset,Model Optimization|Computational Efficiency,,Model Efficiency,FALSE,0.17,"Techniques aimed at making models more efficient, such as knowledge distillation.",,Techniques aimed at making models more efficient such as knowledge distillation.,"A preprocessing aimed at making models more efficient, such as knowledge distillation.",https://doi.org/10.1145/3578938|,,,AIO:Preprocessing
AIO:DataPreparation,AIO:PreprocessingSubset,Data Curation|Data Processing|Data Assembly,,Data Preparation,FALSE,0.23,"The process of cleaning, transforming, and organizing raw data into a suitable format for analysis and modeling, ensuring the quality and relevance of the data for machine learning tasks.",,The process of cleaning transforming and organizing raw data into a suitable format for analysis and modeling ensuring the quality and relevance of the data for machine learning tasks.,"A preprocessing that cleans, transforms and organizes raw data into a suitable format for analysis and modeling, ensuring the quality and relevance of the data for machine learning tasks.",,,,AIO:Preprocessing
AIO:Distillation,AIO:PreprocessingSubset,Refining|Purification,Knowledge compression|Teacher-student model,Distillation,FALSE,0.04,"The process of training a smaller model to replicate the behavior of a larger model, aiming to compress the knowledge into a more compact form without significant loss of performance.",,The process of training a smaller model to replicate the behavior of a larger model aiming to compress the knowledge into a more compact form without significant loss of performance.,A preprocessing that trains a smaller model to replicate the behavior of a larger model aiming to compress the knowledge into a more compact form without significant loss of performance.,https://doi.org/10.48550/arXiv.2105.13093|,,,AIO:Preprocessing
AIO:DataEnhancement,AIO:PreprocessingSubset,,,DataEnhancement,FALSE,0.38,"Techniques used to improve the quality, diversity, and volume of data available for training machine learning models, such as data augmentation, synthesis, and enrichment, to enhance model robustness and accuracy.",,Techniques used to improve the quality diversity and volume of data available for training machine learning models such as data augmentation synthesis and enrichment to enhance model robustness and accuracy.,"A preprocessing used to improve the quality diversity and volume of data available for training machine learning models, such as data augmentation synthesis and enrichment to enhance model robustness and accuracy.",,,,AIO:Preprocessing
AIO:TrainingStrategies,AIO:PreprocessingSubset,Learning Techniques|Instructional Methods,,Training Strategies,FALSE,0.12,"The methodologies and approaches used to train machine learning models, including techniques such as supervised learning, unsupervised learning, reinforcement learning, and transfer learning, aimed at optimizing model performance.",,The methodologies and approaches used to train machine learning models including techniques such as supervised learning unsupervised learning reinforcement learning and transfer learning aimed at optimizing model performance.,A preprocessing used to train machine learning models including techniques such as supervised learning unsupervised learning reinforcement learning and transfer learning aimed at optimizing model performance.,,,,AIO:Preprocessing
AIO:ProbabilisticTopicModel,AIO:MachineLearningSubset,,,Probabilistic Topic Model,FALSE,0.39,"Methods that use statistical techniques to analyze the words in each text to discover common themes, their connections, and their changes over time.",,A probabilistic graphical model that uses statistical techniques to analyze the words in each text to discover common themes their connections and their changes over time.,A probabilistic graphical model that uses statistical techniques to analyze the words in each text to discover common themes their connections and their changes over time.,https://pyro.ai/examples/prodlda.html|,,,AIO:ProbabilisticGraphicalModel
AIO:CausalGraphicalModel,AIO:MachineLearningSubset,Casaul Graph|Path Diagram|Casaul Bayesian Network|DAG|Directed Acyclic Graph,,Causal Graphical Model,FALSE,0.36,Probabilistic graphical models used to encode assumptions about the data-generating process.,,A probabilistic graphical model used to encode assumptions about the data-generating process.,A probabilistic graphical model used to encode assumptions about the data-generating process.,https://en.wikipedia.org/wiki/Causal_graph|,,,AIO:ProbabilisticGraphicalModel
AIO:InheritedBias,AIO:BiasSubset,,,Inherited Bias,FALSE,0.30,"Bias arising when machine learning applications generate inputs for other machine learning algorithms, passing on any existing bias.",,A processing bias arising when machine learning applications generate inputs for other machine learning algorithms passing on any existing bias.,A processing bias arising when machine learning applications generate inputs for other machine learning algorithms passing on any existing bias.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:ProcessingBias
AIO:AmplificationBias,AIO:BiasSubset,,,Amplification Bias,FALSE,0.22,Bias arising when the distribution over prediction outputs is skewed compared to the prior distribution of the prediction target.,,A processing bias arising when the distribution over prediction outputs is skewed compared to the prior distribution of the prediction target.,A processing bias arising when the distribution over prediction outputs is skewed compared to the prior distribution of the prediction target.,https://royalsocietypublishing.org/doi/10.1098/rspb.2019.0165#d1e5237,,,AIO:ProcessingBias
